 1 -1 0 0 1 3 0 0 -2 -1 0 0
 0.9977764937 -0.9990623112 -0.0444958412 0.0187575543 0.9988279175 2.9977968418 -0.0234457993 -0.0440763347 -1.9968604816 -0.9995197556 0.0628252254 0.00960978
 0.9910904855 -0.9962469776 -0.0893024749 0.0375604572 0.9953091779 2.9911794494 -0.0469414786 -0.0883112817 -1.987420933 -0.9980760766 0.1260716406 0.0192786501
 0.9798948972 -0.9915471933 -0.1347430037 0.0564541577 0.9894362834 2.9801239166 -0.0705373388 -0.1328665032 -1.9716175723 -0.9956600215 0.1901766083 0.0290677892
 0.9641091701 -0.9849516004 -0.181166355 0.0754842307 0.9811966676 2.964589887 -0.0942845167 -0.1779098974 -1.9493413447 -0.9922563325 0.2556113874 0.0390427486
 0.9436159042 -0.9764442825 -0.2289634279 0.0946962294 0.9705725921 2.9445197595 -0.1182353866 -0.2236190702 -1.9204335157 -0.9878428682 0.3229022359 0.0492761593
 0.9182556737 -0.9660047866 -0.2785878079 0.1141352163 0.9575410033 2.9198375259 -0.1424439318 -0.27018526 -1.8846788842 -0.9823897304 0.3926573729 0.0598511772
 0.8878194273 -0.9536082183 -0.3305839448 0.133844719 0.9420733553 2.8904471845 -0.1669660622 -0.3178179256 -1.8417958613 -0.9758579919 0.4656034877 0.0708661358
 0.8520375145 -0.939225487 -0.3856274428 0.1538646588 0.9241354055 2.8562306522 -0.1918598286 -0.3667502579 -1.7914221866 -0.9681978686 0.5426377043 0.0824411675
 0.8105637683 -0.9228238435 -0.4445853536 0.1742274145 0.9036869964 2.8170450637 -0.2171854549 -0.4172459606 -1.7330942845 -0.9593460795 0.6249049963 0.0947281026
 0.7629520081 -0.9043679659 -0.5086106212 0.1949503921 0.8806818503 2.772719312 -0.2430050443 -0.4696077569 -1.6662169111 -0.9492219604 0.7139189214 0.1079260348
 0.7086203524 -0.8838220914 -0.5792975349 0.2160217727 0.8550674175 2.7230496264 -0.2693817143 -0.5241882424 -1.5900172536 -0.9377215588 0.8117595128 0.1223071969
 0.6467948517 -0.8611541886 -0.6589527092 0.2373721954 0.8267848582 2.6677939145 -0.2963777216 -0.5814039164 -1.5034727612 -0.9247082561 0.9214168651 0.1382628738
 0.5764157061 -0.8363443056 -0.7511016371 0.2588152922 0.7957692925 2.6066644964 -0.3240507874 -0.6417535036 -1.4051916349 -0.909996957 1.0474310398 0.1563916492
 0.4959701387 -0.8094020728 -0.8615238972 0.2799122717 0.761950565 2.5393187363 -0.35244715 -0.7058419613 -1.2932008388 -0.8933252231 1.1971954682 0.1776872693
 0.4031654243 -0.7804064283 -1.000637618 0.2996249408 0.7252549777 2.4653469248 -0.3815884937 -0.7744116545 -1.1645331863 -0.8742944659 1.3839507536 0.2039973098
 0.294197736 -0.7496081555 -1.1900221239 0.3152521403 0.6856088613 2.3842566547 -0.4114468515 -0.8483811889 -1.0143076288 -0.8522297382 1.6349563629 0.2393856658
 0.1617345977 -0.7177598645 -1.4859275353 0.3180303616 0.6429457679 2.2954530916 -0.4418938264 -0.928886723 -0.8331994292 -0.825751494 2.020901449 0.2956728884
 -0.0134272554 -0.6877921507 -2.1278177613 0.2587288467 0.5972214656 2.1982161299 -0.4725833417 -1.0172909808 -0.5970022044 -0.7906604837 2.8416041077 0.4354794264
 -0.160429018 -0.7448461822 3.5757922054 -0.4172744545 0.5484511107 2.0916886908 -0.5026819473 -1.1147384086 -0.3940350119 -0.6398773158 -4.2668057159 1.3532751664
 -0.0537291551 -0.7506703821 2.5423280876 -0.0080832783 0.5300827054 2.0507367774 -0.5140789012 -1.1520488623 -0.5199295461 -0.6020389192 -2.966794151 0.8699012198
 0.1518219295 -0.7356624471 1.7359433692 0.2514028757 0.4769635955 1.9301324044 -0.549229113 -1.2616763665 -0.7545908027 -0.530737781 -1.9353074086 0.6284915531
 0.3073802321 -0.7044639027 1.4073697247 0.3648573269 0.4200276318 1.7980399565 -0.5906851128 -1.3821768404 -0.9243623404 -0.4709556366 -1.5001986448 0.5784150147
 0.4372275654 -0.6634756279 1.2018474898 0.4531629367 0.3585490219 1.6532486428 -0.6405017252 -1.5161587996 -1.0595334111 -0.4137090463 -1.2185644185 0.5707483425
 0.5494332619 -0.6139537129 1.0479412606 0.5374928032 0.2915465279 1.4942431692 -0.7017916206 -1.6671257198 -1.1701984693 -0.3561892126 -1.0020427719 0.5819955261
 0.6475835325 -0.5558150928 0.9173758269 0.6265999265 0.217655844 1.3191086127 -0.7791975203 -1.8395659932 -1.2609797821 -0.2969190512 -0.8170983766 0.6051000167
